Doc_ID,Doc_TitleDescription,Doc_NameID [NameAuthority::OfficialCombined] ,[NameAuthority::OfficialCombined] Reference,Doc_Photographer,Doc_Date,Doc_BeginDateFilter,Doc_EndDateFilter,Doc_Type,Doc_Source,Doc_Note,Doc_ObjectID [Object::Object_KressCatalogNumber...Object_Title…Object_ArtistNameID [NameAuthority::OfficialCombined]...Object_InstitutionNameID [NameAuthority::OfficialCombined]],Object_KressCatalogNumber reference,Object_Title Reference,Object_ArtistOfficalCombined Reference,Object_InstitutionOfficialCombined reference,Doc_DocumentFilename,Doc_RelatedObjectID,,
DOC02897,"K0231A - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K231B,3359,K0231A,Saint Catherine of Alexandra,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K0231A_03_02897.pdf,3359; 3679,,
DOC02898,"K0231A - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K231B,3359,K0231A,Saint Catherine of Alexandra,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K0231A_04_02898.pdf,3359; 3679,,
DOC02899,"K0231A - Photograph, circa 1930s-1960s",,,Murray Keyes,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K231B,3359,K0231A,Saint Catherine of Alexandra,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K0231A_05_02899.pdf,3359; 3679,,
DOC02900,"K0323 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3423,K0323,Madonna and Child,Marco Basaiti,"Georgia Museum of Art, The University of Georgia",52A2_K0323_02_02900.pdf,3423,,
DOC02901,"K0323 - Expert opinion by Mayer et al., 1935",NAM0925; NAM1066; NAM0919 ,Mayer; Suida; Marle; ,,1935,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3423,K0323,Madonna and Child,Marco Basaiti,"Georgia Museum of Art, The University of Georgia",52A2_K0323_02_02901.pdf,3423,,
DOC02902,"K0323 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3423,K0323,Madonna and Child,Marco Basaiti,"Georgia Museum of Art, The University of Georgia",52A2_K0323_02_02902.pdf,3423,,
DOC02903,"K0323 - Expert opinion by Fiocco et al., 1935",NAM0819; NAM0915; NAM1106 ,Fiocco; Longhi; A. Venturi; ,,1935,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3423,K0323,Madonna and Child,Marco Basaiti,"Georgia Museum of Art, The University of Georgia",52A2_K0323_02_02903.pdf,3423,,
DOC02904,"K0323 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3423,K0323,Madonna and Child,Marco Basaiti,"Georgia Museum of Art, The University of Georgia",52A2_K0323_03_02904.pdf,3423,,
DOC02905,"K0323 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3423,K0323,Madonna and Child,Marco Basaiti,"Georgia Museum of Art, The University of Georgia",52A2_K0323_04_02905.pdf,3423,,
DOC02906,"K0323 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3423,K0323,Madonna and Child,Marco Basaiti,"Georgia Museum of Art, The University of Georgia",52A2_K0323_05_02906.pdf,3423,,
DOC02907,"K0447 - Expert opinion by Suida, 1934",NAM1066,Suida ,,1934,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3505,K0447,St. Clare,"Loeser Master, Attributed to","Georgia Museum of Art, The University of Georgia",52A2_K0447_02_02907.pdf,3505,,
DOC02908,"K0447 - Expert opinion by Fiocco, 1934",NAM0819,Fiocco ,,1934,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3505,K0447,St. Clare,"Loeser Master, Attributed to","Georgia Museum of Art, The University of Georgia",52A2_K0447_02_02908.pdf,3505,,
DOC02909,"K0447 - Expert opinion by A. Venturi, 1934",NAM1106,A. Venturi ,,1934,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3505,K0447,St. Clare,"Loeser Master, Attributed to","Georgia Museum of Art, The University of Georgia",52A2_K0447_02_02909.pdf,3505,,
DOC02910,"K0447 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3505,K0447,St. Clare,"Loeser Master, Attributed to","Georgia Museum of Art, The University of Georgia",52A2_K0447_02_02910.pdf,3505,,
DOC02911,"K0447 - Expert opinion by Longhi, 1934",NAM0915,Longhi ,Murray Keyes,1934,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3505,K0447,St. Clare,"Loeser Master, Attributed to","Georgia Museum of Art, The University of Georgia",52A2_K0447_02_02911.pdf,3505,,
DOC02912,"K0447 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3505,K0447,St. Clare,"Loeser Master, Attributed to","Georgia Museum of Art, The University of Georgia",52A2_K0447_02_02912.pdf,3505,,
DOC02913,"K0447 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3505,K0447,St. Clare,"Loeser Master, Attributed to","Georgia Museum of Art, The University of Georgia",52A2_K0447_03_02913.pdf,3505,,
DOC02914,"K0447 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3505,K0447,St. Clare,"Loeser Master, Attributed to","Georgia Museum of Art, The University of Georgia",52A2_K0447_04_02914.pdf,3505,,
DOC02915,"K0447 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,3505,K0447,St. Clare,"Loeser Master, Attributed to","Georgia Museum of Art, The University of Georgia",52A2_K0447_05_02915.pdf,3505,,
DOC02916,"K0503A - Expert opinion by Fiocco, 1937",NAM0819,Fiocco ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K503B,3533,K0503A,Saint  [Two Saints as K503AB],Fra Diamante,"Georgia Museum of Art, The University of Georgia",52A2_K0503A_02_02916.pdf,3533; 3683,,
DOC02917,"K0503A - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K503B,3533,K0503A,Saint  [Two Saints as K503AB],Fra Diamante,"Georgia Museum of Art, The University of Georgia",52A2_K0503A_02_02917.pdf,3533; 3683,,
DOC02918,"K0503A - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K503B,3533,K0503A,Saint  [Two Saints as K503AB],Fra Diamante,"Georgia Museum of Art, The University of Georgia",52A2_K0503A_02_02918.pdf,3533; 3683,,
DOC02919,"K0503A - Expert opinion by Suida, 1937",NAM1066,Suida ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K503B,3533,K0503A,Saint  [Two Saints as K503AB],Fra Diamante,"Georgia Museum of Art, The University of Georgia",52A2_K0503A_02_02919.pdf,3533; 3683,,
DOC02920,"K0503A - Expert opinion by A. Venturi, circa 1920s-1930s",NAM1106,A. Venturi ,,circa 1920-1930s ,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K503B,3533,K0503A,Saint  [Two Saints as K503AB],Fra Diamante,"Georgia Museum of Art, The University of Georgia",52A2_K0503A_02_02920.pdf,3533; 3683,,
DOC02921,"K0503A - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K503B,3533,K0503A,Saint  [Two Saints as K503AB],Fra Diamante,"Georgia Museum of Art, The University of Georgia",52A2_K0503A_02_02921.pdf,3533; 3683,,
DOC02922,"K0503A - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K503B,3533,K0503A,Saint  [Two Saints as K503AB],Fra Diamante,"Georgia Museum of Art, The University of Georgia",52A2_K0503A_03_02922.pdf,3533; 3683,,
DOC02923,"K0503A - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K503B,3533,K0503A,Saint  [Two Saints as K503AB],Fra Diamante,"Georgia Museum of Art, The University of Georgia",52A2_K0503A_04_02923.pdf,3533; 3683,,
DOC02924,"K0503A - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",Also pertains to K503B,3533,K0503A,Saint  [Two Saints as K503AB],Fra Diamante,"Georgia Museum of Art, The University of Georgia",52A2_K0503A_05_02924.pdf,3533; 3683,,
DOC02925,"K1011 - Expert opinion by Suida, 1937",NAM1066,Suida ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2521,K1011,Madonna and Child,Ambrogio Borgognone,"Georgia Museum of Art, The University of Georgia",52A2_K1011_02_02925.pdf,2521,,
DOC02926,"K1011 - Expert opinion by A. Venturi, circa 1920s-1930s",NAM1106,A. Venturi ,,circa 1920-1930s ,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2521,K1011,Madonna and Child,Ambrogio Borgognone,"Georgia Museum of Art, The University of Georgia",52A2_K1011_02_02926.pdf,2521,,
DOC02927,"K1011 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2521,K1011,Madonna and Child,Ambrogio Borgognone,"Georgia Museum of Art, The University of Georgia",52A2_K1011_02_02927.pdf,2521,,
DOC02928,"K1011 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2521,K1011,Madonna and Child,Ambrogio Borgognone,"Georgia Museum of Art, The University of Georgia",52A2_K1011_02_02928.pdf,2521,,
DOC02929,"K1011 - Expert opinion by Fiocco, 1937",NAM0819,Fiocco ,Murray Keyes,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2521,K1011,Madonna and Child,Ambrogio Borgognone,"Georgia Museum of Art, The University of Georgia",52A2_K1011_02_02929.pdf,2521,,
DOC02930,"K1011 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2521,K1011,Madonna and Child,Ambrogio Borgognone,"Georgia Museum of Art, The University of Georgia",52A2_K1011_02_02930.pdf,2521,,
DOC02931,"K1011 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2521,K1011,Madonna and Child,Ambrogio Borgognone,"Georgia Museum of Art, The University of Georgia",52A2_K1011_03_02931.pdf,2521,,
DOC02932,"K1011 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2521,K1011,Madonna and Child,Ambrogio Borgognone,"Georgia Museum of Art, The University of Georgia",52A2_K1011_04_02932.pdf,2521,,
DOC02933,"K1011 - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2521,K1011,Madonna and Child,Ambrogio Borgognone,"Georgia Museum of Art, The University of Georgia",52A2_K1011_05_02933.pdf,2521,,
DOC02934,"K1122A - Expert opinion by Fiocco, 1937",NAM0819,Fiocco ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2630,K1122A,St. Thomas Aquinas,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122A_02_02934.pdf,2630,,
DOC02935,"K1122A - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2630,K1122A,St. Thomas Aquinas,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122A_02_02935.pdf,2630,,
DOC02936,"K1122A - Expert opinion by Suida, 1937",NAM1066,Suida ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2630,K1122A,St. Thomas Aquinas,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122A_02_02936.pdf,2630,,
DOC02937,"K1122A - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2630,K1122A,St. Thomas Aquinas,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122A_02_02937.pdf,2630,,
DOC02938,"K1122A - Expert opinion by Longhi, 1937",NAM0915,Longhi ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2630,K1122A,St. Thomas Aquinas,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122A_02_02938.pdf,2630,,
DOC02939,"K1122A - Expert opinion by A. Venturi, circa 1920s-1930s",NAM1106,A. Venturi ,,circa 1920-1930s ,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2630,K1122A,St. Thomas Aquinas,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122A_02_02939.pdf,2630,,
DOC02940,"K1122A - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2630,K1122A,St. Thomas Aquinas,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122A_03_02940.pdf,2630,,
DOC02941,"K1122A - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2630,K1122A,St. Thomas Aquinas,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122A_04_02941.pdf,2630,,
DOC02942,"K1122A - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2630,K1122A,St. Thomas Aquinas,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122A_05_02942.pdf,2630,,
DOC02943,"K1122B - Expert opinion by Fiocco, 1937",NAM0819,Fiocco ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2631,K1122B,St. Anthony Abbot,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122B_02_02943.pdf,2631,,
DOC02944,"K1122B - Expert opinion by Suida, 1937",NAM1066,Suida ,,1937,1935,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2631,K1122B,St. Anthony Abbot,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122B_02_02944.pdf,2631,,
DOC02945,"K1122B - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2631,K1122B,St. Anthony Abbot,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122B_02_02945.pdf,2631,,
DOC02946,"K1122B - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2631,K1122B,St. Anthony Abbot,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122B_02_02946.pdf,2631,,
DOC02947,"K1122B - Expert opinion by A. Venturi, circa 1920s-1930s",NAM1106,A. Venturi ,,circa 1920-1930s ,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2631,K1122B,St. Anthony Abbot,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122B_02_02947.pdf,2631,,
DOC02948,"K1122B - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2631,K1122B,St. Anthony Abbot,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122B_03_02948.pdf,2631,,
DOC02949,"K1122B - Photograph, circa 1930s-1960s",,,,circa 1930s-1960s,1930,1969,Photograph,"National Gallery of Art, Gallery Archives, 46A3 Kress Collection Object Files - Other Locations",,2631,K1122B,St. Anthony Abbot,Giusto de'Menabuoi,"Georgia Museum of Art, The University of Georgia",52A2_K1122B_05_02949.pdf,2631,,
