Acquisitions: Table 1

Acquisition_ID,Acquisition_TitleDescription,Acquisition_SellerNameID [NameAuthority::OfficialCombined],[NameAuthority::OfficialCombined] Seller Reference,Acquisition_Date,Acquisition_YearDateFilter,Acquisition_BeginDateFilter,Acquisition_EndDateFilter,Acquisition_Location,Acquisition_LocationFilter,Acquisition ObjectCount,Acquisition_PriceUSD,Acquisition_FinalPayDate,Acquisition_Source,Acquisition_Note,Acquisition_InternalNote,Acquisition_DocumentFilename,Acquisition_RelatedAcqObjJoinID,,,,,
ACQ155,"Contini Bonacossi, Alessandro, July 11, 1948 ",NAM0267,Contini Bonacossi,07/11/1948,1948,1945,1949,"Florence, Italy","Florence, Italy",30,"$1,255,000.00",07/19/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"The Kress Foundation made an offer to Contini-Bonacossi on 7 June 1948 for a group of twenty-eight paintings (with two Foppas, K1560 and K1559, as a single work)the offer was accepted on 11 July 1948 (see copies of correspondence in NGA curatorial files). K1575 was not part of the group listed on June 7, but appears on the July 28, 1948 inventory listing the prices of the works and its cost is included in the total price of $1,255,000 on that date. No prices given for individual works in the original offer. ""The offer of June 7, 1948 refers to 28 objects of art. The release and delivery order itemized 29 objects. This is accounted because the two paintings by Foppa were carried as one item in the offer whereas the delivery order carries them as two items"". Quote form Duer Strong and Whitehead letter 7/20/1948.  acceptance letter from CB regarding the offer made by the Foundation on June 7th 1948 of 28 paintings for $1,255,000.00",52C1_132862_19480711.pdf,PJN00839;PJN00841;PJN00842;PJN00843;PJN00844;PJN00845;PJN00846;PJN00847;PJN00848;PJN00849;PJN00850;PJN00851;PJN00852;PJN00853;PJN00854;PJN00855;PJN00856;PJN00857;PJN00858;PJN00859;PJN00860;PJN00861;PJN00862;PJN00863;PJN00864;PJN00865;PJN00866;PJN00867;PJN02393;PJN02394,,,,,
ACQ157,"Contini Bonacossi, Alessandro, March 10, 1949 ",NAM0267,Contini Bonacossi,03/10/1949,1949,1945,1949,"Florence, Italy","Florence, Italy",21,"$450,000.00",03/10/1949,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"See copies of correspondence in NGA curatorial files, from the Cook Collection Archive in care of John Somerville, England. Volterra was Contini-Bonacossi's agent in London.  The Kress Foundation made an offer to Contini-Bonacossi on 4 March 1949 for a group of twenty-one paintings, including the Carraccithe offer was accepted on 10 March 1949 (see copies of correspondence in NGA curatorial files).  Prices taken from item list of March 15, 1949.  ACB's acceptance letter of the offer made by the Foundation on 4 March 1949 for the sum of $450,000.00 for 21 objects.correspondance",52C1_132862_19490310.pdf,PJN00868;PJN00869;PJN00870;PJN00871;PJN00873;PJN00874;PJN00875;PJN00876;PJN00877;PJN00878;PJN00879;PJN00880;PJN00881;PJN00882;PJN00883;PJN00884;PJN00885;PJN00886;PJN00887;PJN00888;PJN01711,,,,,
ACQ158,"Contini Bonacossi, Alessandro, July 1, 1950 ",NAM0267,Contini Bonacossi,07/01/1950,1950,1950,1954,"Florence, Italy","Florence, Italy",126,"$4,000,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"The Kress Foundation made an offer to Contini-Bonacossi on 17 June 1950 for a group of 125 paintings and one sculpture. The offer was accepted on July 1, and the works of art were released to the Foundation on July 6 after the first payment was received. (See copies of correspondence in NGA curatorial files.)  No prices given for individual objects.lots of documentation relating this sale. basic details looks good.",52C1_132862_19500701.pdf,PJN00889;PJN00890;PJN00891;PJN00892;PJN00893;PJN00894;PJN00895;PJN00897;PJN00898;PJN00899;PJN00900;PJN00901;PJN00902;PJN00903;PJN00904;PJN00905;PJN00906;PJN00907;PJN00908;PJN00909;PJN00910;PJN00911;PJN00912;PJN00913;PJN00914;PJN00915;PJN00916;PJN00917;PJN00918;PJN00919;PJN00921;PJN00922;PJN00923;PJN00924;PJN00925;PJN00926;PJN00927;PJN00928;PJN00929;PJN00930;PJN00931;PJN00932;PJN00933;PJN00934;PJN00935;PJN00936;PJN00937;PJN00938;PJN00939;PJN00940;PJN00941;PJN00942;PJN00943;PJN00944;PJN00945;PJN00946;PJN00947;PJN00948;PJN00949;PJN00950;PJN00951;PJN00952;PJN00953;PJN00954;PJN00955;PJN00957;PJN00958;PJN00959;PJN00960;PJN00961;PJN00962;PJN00963;PJN00964;PJN00965;PJN00966;PJN00967;PJN00968;PJN00969;PJN00970;PJN00971;PJN00972;PJN00973;PJN00974;PJN00975;PJN00976;PJN00977;PJN00978;PJN00979;PJN00980;PJN00981;PJN00982;PJN00983;PJN00984;PJN00985;PJN00986;PJN00987;PJN00988;PJN00989;PJN00990;PJN00991;PJN00992;PJN00993;PJN00994;PJN00995;PJN00996;PJN00997;PJN00998;PJN00999;PJN01000;PJN01001;PJN01002;PJN01003;PJN01005;PJN01006;PJN01007;PJN01008;PJN01009;PJN01010;PJN01011;PJN01012;PJN01014;PJN01279;PJN01280;PJN01712;PJN01713;PJN01714,,,,,
ACQ159,"Contini Bonacossi, Alessandro, June 30, 1954 ",NAM0267,Contini Bonacossi,06/30/1954,1954,1950,1954,"Florence, Italy","Florence, Italy",16,"$1,900,000.00",01/31/1957,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"On 7 June 1954 the Kress Foundation offered $2,000,000 for 17 works from Contini, including 16 listed objects and a 17th to be determined at a value of not less than $100,000.  Contini accepted on June 30.  Following Contini's death in 1955, it was agreed that the transaction would be for the 16 designated works of art at a price of $1,900,000.  JB-MD 4-25-2011 this is an acceptance letter of an offer made on 7 June 1954",52C1_132862_19540630.pdf,PJN01016;PJN01017;PJN01018;PJN01019;PJN01020;PJN01021;PJN01022;PJN01023;PJN01024;PJN01025;PJN01026;PJN01027;PJN01028;PJN01029;PJN01030;PJN02002,,,,,
ACQ160,"Weitzner, Julius, February 7, 1955 ",NAM1246,Weitzner,02/07/1955,1955,1955,1959,"36 East 57th Street, New York, NY","New York, New York",2,"$25,000.00",06/03/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132935_19550207.pdf,PJN01031;PJN01032,,,,,
ACQ161,"Weitzner, Julius, October 27, 1952 ",NAM1246,Weitzner,10/27/1952,1952,1950,1954,"36 East 57th Street, New York, NY","New York, New York",1,"$5,000.00",11/18/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132935_19521027.pdf,PJN01033,,,,,
ACQ162,"Weitzner, Julius, April 7, 1952 ",NAM1246,Weitzner,04/07/1952,1952,1950,1954,"36 East 57th Street, New York, NY","New York, New York",2,"$17,800.00",04/02/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132935_19520407.pdf,PJN01034;PJN01035,,,,,
ACQ163,"Weitzner, Julius, January 30, 1952 ",NAM1246,Weitzner,01/30/1952,1952,1950,1954,"36 East 57th Street, New York, NY","New York, New York",4,"$16,500.00",01/31/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132935_19520130.pdf,PJN01036;PJN01037;PJN01038;PJN01039,,,,,
ACQ164,"Weitzner, Julius, March 2, 1948 ",NAM1246,Weitzner,03/02/1948,1948,1945,1949,"36 East 57th Street, New York, NY","New York, New York",2,"$2,250.00",03/05/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132935_19480302.pdf,PJN01040;PJN01041,,,,,
ACQ165,"Weitzner, Julius, September 17, 1947 ",NAM1246,Weitzner,09/17/1947,1947,1945,1949,"36 East 57th Street, New York, NY","New York, New York",1,"$2,000.00",09/19/1949,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132935_19470917.pdf,PJN01042,,,,,
ACQ166,"Weitzner, Julius, July 24, 1945 ",NAM1246,Weitzner,07/24/1945,1945,1945,1949,"36 East 57th Street, New York, NY","New York, New York",2,"$6,500.00",08/01/1945,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132935_19450724.pdf,PJN01043;PJN01044,,,,,
ACQ167,"Tozzi, Piero, February 9, 1955 ",NAM1177,Tozzi,02/09/1955,1955,1955,1959,"32 East 57th Street, New York, NY","New York, New York",1,"$14,000.00",02/11/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132931_19550209.pdf,PJN01045,,,,,
ACQ168,"Tozzi, Piero, February 28, 1952 ",NAM1177,Tozzi,02/28/1952,1952,1950,1954,"32 East 57th Street, New York, NY","New York, New York",2,"$7,500.00",03/05/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132931_19520228.pdf,PJN01047;PJN01048,,,,,
ACQ169,"E. and A. Silberman Galleries, December 7, 1946 ",NAM1100,E. and A. Silberman Galleries,12/07/1946,1946,1945,1949,"32 East 57th Street, New York, NY","New York, New York",1,"$17,500.00",12/18/1946,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132926_19461207.pdf,PJN01049,,,,,
ACQ170,"E. and A. Silberman Galleries, October 20, 1952 ",NAM1100,E. and A. Silberman Galleries,10/20/1952,1952,1950,1954,"32 East 57th Street, New York, NY","New York, New York",1,"$10,000.00",10/22/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132926_19521020.pdf,PJN01050,,,,,
ACQ171,"Jacques Seligmann & Co., May 10, 1950 ",NAM1084,Jacques Seligmann & Co.,05/10/1950,1950,1950,1954,"5 East 57th Street, New York, NY","New York, New York",5,"$190,000.00",05/11/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132924_19500510.pdf,PJN01051;PJN01052;PJN01053;PJN01054;PJN01055,,,,,
ACQ172,"Jacques Seligmann & Co., February 13, 1951 ",NAM1084,Jacques Seligmann & Co.,02/13/1951,1951,1950,1954,"5 East 57th Street, New York, NY","New York, New York",2,"$25,000.00",02/14/1951,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132924_19510213.pdf,PJN01056;PJN01057,,,,,
ACQ173,"Jacques Seligmann & Co., February 8, 1952 ",NAM1084,Jacques Seligmann & Co.,02/08/1952,1952,1950,1954,"5 East 57th Street, New York, NY","New York, New York",3,"$155,000.00",03/07/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132924_19520208.pdf,PJN01058;PJN01059;PJN01060,,,,,
ACQ174,"Jacques Seligmann & Co., March 27, 1952 ",NAM1084,Jacques Seligmann & Co.,03/27/1952,1952,1950,1954,"5 East 57th Street, New York, NY","New York, New York",1,"$11,000.00",03/27/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,,52C1_132924_19520327.pdf,PJN01061,,,,,
ACQ175,"Jacques Seligmann & Co., September 17, 1953 ",NAM1084,Jacques Seligmann & Co.,09/17/1953,1953,1950,1954,"5 East 57th Street, New York, NY","New York, New York",9,"$225,000.00",02/04/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"the first $1000,000 for K1974 K1975 K1976 k1977  were invoiced on 9/23/1953 and paid on 10/3/1953while the purchase of  K1978K1977K1980K1981K1982 was confirmed on 1/31/1954 and paid on 2/4/1954i think there should be two records for each invoice 9/23/1953 and 2/1/1954this si a proposal waiting for board approval. actual invoice are from 9/23/1953 and  2/1/1954$125,000.00 for K 1974, K1975, K1976, and K1977. $125,000.00 for K 1978, K1979, K1980, K1981, and K1982.",52C1_132924_19530917.pdf,PJN01062;PJN01063;PJN01064;PJN01065;PJN01066;PJN01067;PJN01068;PJN01069;PJN01070,,,,,
ACQ176,"Jacques Seligmann & Co., May 11, 1954 ",NAM1084,Jacques Seligmann & Co.,05/11/1954,1954,1950,1954,"5 East 57th Street, New York, NY","New York, New York",1,"$35,000.00",06/07/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Invoiced to the Foundation,52C1_132924_19540511.pdf,PJN01071,,,,,
ACQ177,"Jacques Seligmann & Co., February 9, 1955 ",NAM1084,Jacques Seligmann & Co.,02/09/1955,1955,1955,1959,"5 East 57th Street, New York, NY","New York, New York",1,"$7,500.00",02/11/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132924_19550209.pdf,PJN01072,,,,,
ACQ178,"Jacques Seligmann & Co., December 3, 1956 ",NAM1084,Jacques Seligmann & Co.,12/03/1956,1956,1955,1959,"5 East 57th Street, New York, NY","New York, New York",1,"$35,000.00",06/05/1957,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132924_19561203.pdf,PJN01073,,,,,
ACQ179,"Jacques Seligmann & Co., January 7, 1957 ",NAM1084,Jacques Seligmann & Co.,01/07/1957,1957,1955,1959,"5 East 57th Street, New York, NY","New York, New York",1,"$37,000.00",09/06/1957,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132924_19570107.pdf,PJN01074,,,,,
ACQ180,"Drey, Francis A., February 18, 1947 ",NAM0334,Drey,02/18/1947,1947,1945,1949,"New York, NY","New York, New York",5,"$890,000.00",02/18/1947,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132871_19470218.pdf,PJN01075;PJN01076;PJN01077;PJN01078;PJN01079,,,,,
ACQ181,"French & Company, November 24, 1948 ",NAM0416,French & Company,11/24/1948,1948,1945,1949,"New York, NY","New York, New York",13,"$275,000.00",11/23/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,pay date prior to invoice.invoiced to the Foundation,52C1_132879_19481124.pdf,PJN01080;PJN01854;PJN01855;PJN02020;PJN02021;PJN02022;PJN02023;PJN02024;PJN02025;PJN02026;PJN02027;PJN02028;PJN02029,,,,,
ACQ182,"Wildenstein and Company, December 17, 1943 ",NAM1253,Wildenstein and Company,12/17/1943,1943,1940,1944,"19 East 64th Street, New York, NY","New York, New York",3,"$105,000.00",04/17/1944,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"A letter of April 17, 1943 from the Kress Foundation to Wildenstein & Co. confirms payment of $105,000 for three paintings billed on December 17, 1943. This invoice lists two paintings (K1373 and K1374) for the combined price of $60,000. From the K numbers it is possible to conclude that K1375 was the third painting purchased on that date. If so, it was purchased for $45,000.invoiced to the Foundation. the invoice date 12/17/1943 lists only two paintings though K1373 and K1374. price for both $60,000",52C1_132937_19431217.pdf,PJN01081;PJN01082;PJN02509,,,,,
ACQ183,"Wildenstein and Company, December 31, 1942 ",NAM1253,Wildenstein and Company,12/31/1942,1942,1940,1944,"New York, NY","New York, New York",11,"$1,500,000.00",12/31/1942,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132937_19421231.pdf,PJN01083;PJN01084;PJN01085;PJN01086;PJN01087;PJN01088;PJN01089;PJN01090;PJN01091;PJN01092;PJN01093,,,,,
ACQ184,"Wildenstein and Company, December 28, 1944 ",NAM1253,Wildenstein and Company,12/28/1944,1944,1940,1944,"New York, NY","New York, New York",10,"$1,200,000.00",12/28/1944,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"this invoice needs further consideration as there are discrepancies between the memorandum of agreement signed on 12/28/1944 and a version of this invoice dated 12/26/1944. In this versions there are later annotations regarding returns and exhanges of works  occured on 1-8-1948. last pay,ment was made on march 1946. the bill totaled $835,000 ",52C1_132937_19441228.pdf,PJN01094;PJN01095;PJN01096;PJN01097;PJN01100;PJN02036;PJN02037;PJN02038;PJN02039;PJN02040,,,,,
ACQ185,"Wildenstein and Company, December 5, 1945 ",NAM1253,Wildenstein and Company,12/05/1945,1945,1945,1949,"New York, NY","New York, New York",2,,,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Memorandum of exchangesee FZ notes in puch id 184,52C1_132937_19451205.pdf,PJN01099;PJN02041,,,,,
ACQ186,"Wildenstein and Company, January 28, 1946 ",NAM1253,Wildenstein and Company,01/28/1946,1946,1945,1949,"New York, NY","New York, New York",2,"$175,000.00",06/15/1946,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132937_19460128.pdf,PJN01101;PJN01103,,,,,
ACQ187,"Wildenstein and Company, December 23, 1946 ",NAM1253,Wildenstein and Company,12/23/1946,1946,1945,1949,"New York, NY","New York, New York",5,"$722,500.00",12/26/1946,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132937_19461223.pdf,PJN01104;PJN01105;PJN01106;PJN01107;PJN01108,,,,,
ACQ188,"Wildenstein and Company, January 2, 1947 ",NAM1253,Wildenstein and Company,01/02/1947,1947,1945,1949,"New York, NY","New York, New York",2,"$777,500.00",06/04/1947,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Individual prices not listed.invoiced to the Foundation,52C1_132937_19470102.pdf,PJN01109;PJN01110,,,,,
ACQ189,"Wildenstein and Company, October 30, 1947 ",NAM1253,Wildenstein and Company,10/30/1947,1947,1945,1949,"New York, NY","New York, New York",15,"$1,250,000.00",06/13/1949,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Croome court tapestries included in this saleinvoiced to the Foundation8 installments,52C1_132937_19471030.pdf,PJN01111;PJN01112;PJN01113;PJN01114;PJN01115;PJN01116;PJN01117;PJN01118;PJN01119;PJN01120;PJN01121;PJN01122;PJN01123;PJN01892;PJN02507,,,,,
ACQ190,"Wildenstein and Company, June 23, 1949 ",NAM1253,Wildenstein and Company,06/23/1949,1949,1945,1949,"New York, NY","New York, New York",20,"$2,000,000.00",01/02/1953,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132937_19490623.pdf,PJN01124;PJN01125;PJN01127;PJN01129;PJN01130;PJN01131;PJN01133;PJN01134;PJN01135;PJN01136;PJN01137;PJN01138;PJN01139;PJN01140;PJN01141;PJN01142;PJN01143;PJN01144;PJN01145;PJN02508,,,,,
ACQ191,"Wildenstein and Company, January 31, 1952 ",NAM1253,Wildenstein and Company,01/31/1952,1952,1950,1954,"New York, NY","New York, New York",2,"$10,000.00",02/07/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132937_19520131.pdf,PJN01146;PJN01147,,,,,
