Master Acq Object Join Data : Table 1

AcqObjJoin_ID,AcqObjJoin_Type,AcqObjJoin_PriceUSD,AcqObjJoin_CreditUSD,AcqObjJoin_ReturnUSD,AcqObjJoin_Attribution,AcqObjJoin_AttributionArtistNameID,AcqObjJoin_InternalNote,AcqObjJoin_RelatedObjectID,AcqObjJoin_RelatedAcquisitionID,
PJN01260,Purchase,"$3,000.00",,,Acquired as The Presentation in the Temple by L'Ortolano,NAM0890,,2552,ACQ202,
PJN01261,Purchase,"$22,000.00",,,Acquired as Holy Family by Cosimo di Lorenzo Rosselli,NAM1032,,2553,ACQ202,
PJN01262,Purchase,"$3,000.00",,,Acquired as Portrait of a Gentleman by Giulio Campi,NAM1333,,2555,ACQ202,
PJN01263,Purchase,"$11,000.00",,,Acquired as Small Portrait by Bernardino Licinio,NAM0633,,2556,ACQ202,
PJN01264,Purchase,"$8,000.00",,,Acquired as St. Jerome by Bonifazio Veronese,NAM0151,,2557,ACQ202,
PJN01265,Purchase,"$11,000.00",,,Acquired as Madonna and Angels by Giacomo del Pisano,NAM1328,,2558,ACQ202,
PJN01266,Purchase,"$7,000.00",,,"Acquired as Madonna, Child, Angels, Saints by Maestro del Bambin Vospo",NAM0729,,2559,ACQ202,
PJN01267,Purchase,"$8,000.00",,,"Acquired as Madonna, Child, Saints by Sodoma",NAM1112,,2560,ACQ202,
PJN01268,Purchase,"$5,000.00",,,Acquired as Madonna and Child by Boccaccio Boccaccino,NAM0137,,2561,ACQ202,
PJN01269,Purchase,"$7,000.00",,,Acquired as Cassone Front by Beccafumi,NAM0097,,294,ACQ202,
PJN01270,Purchase,"$6,000.00",,,Acquired as Madonna and Child by Giovanni Francesco Caroto,NAM0214,,2562,ACQ202,
PJN01271,Purchase,"$17,000.00",,,Acquired as Saint Sebastian and Saints by Sodoma (Giovanni Antonio Bazzi),NAM1112,,2563,ACQ202,
PJN01272,Purchase,"$7,000.00",,,Acquired as Self-Portrait by Franciabigio (Francesco di Cristofano),NAM0411,,2565,ACQ202,
PJN01273,Purchase,,,,Acquired as Saint by Filippo Lippi,NAM0635,"K441 A, B, C and D purchased together for $20,000.",3682,ACQ201,
PJN01274,Purchase,"$5,000.00",,,Acquired as A Scene from the Life of Saint Niccolo of Bari by Luca Signorelli,NAM1097,,3526,ACQ150,
PJN01276,Purchase,"$4,000.00",,,Acquired as The Mourning Madonna by A Tuscan Master,NAM0039,,2671,ACQ151,
PJN01278,Purchase,,,,Acquired as Angels by Gaudenzio Ferrari,NAM0375,"k1210 and K 1211 bought together for $3,000.",2726,ACQ152,
PJN01279,Purchase,,,,Acquired as Episode of the Myth of Apollo and Daphne by Bartolommeo di Giovanni,NAM0082,"128 objects purchased in this group for $4,000,000.",2984,ACQ158,
PJN01280,Purchase,,,,Acquired as Madonna and Child Between St. Catherine of Siena and St. Sebastian by Matteo di Giovanni,NAM0479,"128 objects purchased in this group for $4,000,000.",3011,ACQ158,
PJN01281,Purchase,,,,"Acquired as Isaiah, attributed to Taddeo Gaddi",NAM0430,"K1367-1372 purchased together for $105,000.",2818,ACQ196,
PJN01282,Purchase,,,,Acquired as Perseus and Andromeda by Francesco Furini,NAM1326,"K1367-1372 purchased together for $105,000.",2817,ACQ196,
PJN01626,Purchase,"$5,000.00",,,Acquired as Portrait of a Girl by Rosalba Carriera,NAM0221,,1576,ACQ203,
PJN01628,Purchase,"$8,000.00",,,Acquired as St. Lucas by Giovanni di Paolo,NAM0478,,2596,ACQ147,
PJN01634,Purchase,"$9,000.00",,,Acquired as Crucifixion by Pietro Lorenzetti,NAM0651,,3386,ACQ204,
PJN01635,Purchase,"$8,000.00",,,Acquired as The Crucifixion by Luca di Tommé,NAM0665,,3435,ACQ204,
PJN01640,Purchase,"$21,500.00",,,Acquired as Madonna and Child Seated On Throne With Two Angels In Upper Part by Giovanni Antonio Amadeo,NAM0022,Pedestal M-141 included in purchase price.,3655,ACQ112,
PJN01642,Purchase,"$4,500.00",,,Acquired as Calvario by Paolo di Giovanni Fei,NAM0370,,3470,ACQ112,
PJN01643,Purchase,"$10,400.00",,,Acquired as Polyptic by Florentine,NAM0039,,3426,ACQ112,
PJN01644,Purchase,"$12,000.00",,,Acquired as Crucifixion by Baronzio,NAM0081,,3395,ACQ112,
PJN01645,Purchase,"$26,000.00",,,Acquired as Madonna and Child with Two Saints by Moretto da Brescia (Alessandro Bonvicino),NAM0822,,3365,ACQ112,
PJN01646,Purchase,"$32,000.00",,,Acquired as Portrait of an Old Man by Hans von Muelich,NAM1386,,3668,ACQ115,
PJN01647,Purchase,"$45,000.00",,,Acquired as Madonna and Child by Francesco de Simone Ferrucci,NAM0377,,3659,ACQ117,
PJN01649,Purchase,"$15,750.00",,,Acquired as Madonna and Child by Umbrian or Florentine School ,NAM0039,Re-purchase,3597,ACQ116,
PJN01650,Purchase,"$10,750.00",,,Acquired as Incoronation by School of Orcagna,NAM0039,Re-purchase,3598,ACQ116,
PJN01651,Purchase,"$4,500.00",,,Acquired as Venetian School by Polyptic panel,NAM0039,Re-purchase,3599,ACQ116,
PJN01652,Purchase,,,,Acquired as Saint by School of Lorenzo Monaco,NAM0039,"K66 and K67 re-purchased together for $2,000.",3600,ACQ116,
PJN01653,Purchase,,,,Acquired as Saint by School of Lorenzo Monaco,NAM0039,"K66 and K67 re-purchased together for $2,000.",3601,ACQ116,
PJN01654,Purchase,"$30,000.00",,,Acquired as Madonna and Child by Andrea della Robbia,NAM1010,,3445,ACQ115,
PJN01655,Purchase,"$7,500.00",,,Acquired as Predella with Two Saints by Bernardino Fungai,NAM0426,,2582,ACQ123,
PJN01656,Purchase,"$5,000.00",,,"Acquired as Seven Saints by a Tuscan Master, near to Jacopo del Casentino (XIV Century); the central top part by a Sienese Master (XIV Century)",NAM0039,,2580,ACQ123,
PJN01657,Purchase,"$10,000.00",,,Acquired as Madonna and Child by Cosimo di Lorenzo Rosselli,NAM1032,,2579,ACQ123,
PJN01658,Purchase,"$7,000.00",,,Acquired as Baptism of Christ by Benvenuto Garofalo (Benvenuto Tisi),NAM0439,,3308,ACQ125,
PJN01659,Purchase,"$15,000.00",,,Acquired as Portrait of a Musician by Bernardino Licinio,NAM0633,,3253,ACQ124,
PJN01660,Purchase,,,,Acquired as Resurrection of Drusiana by Allegretto Nuzi,NAM0015,"K205A, B, C, and D bought for $32,000.",3249,ACQ124,
PJN01661,Purchase,,,,"Acquired as St. John and the Philosopher Crato, attributed to Francescuccio di Cecco Ghissi",NAM0458,"K205A, B, C, and D bought for $32,000.",3250,ACQ124,
PJN01662,Purchase,,,,"Acquired as St. John Converting Azzo and Cugio, attributed to Francescuccio di Cecco Ghissi",NAM0458,"K205A, B, C, and D bought for $32,000.",3251,ACQ124,
PJN01663,Purchase,,,,Acquired as St. John Drinking Poison by Allegretto Nuzi,NAM0015,"K205A,B,C,D bought for $32,000",3252,ACQ124,
PJN01664,Purchase,"$6,000.00",,,Acquired as Portrait of Man by Baldassare Castiglione,NAM1310,"Exc. Found. 12/15/1936
",2566,ACQ120,
PJN01667,Purchase,"$7,000.00",,,Acquired as Madonna and Child with Saint John by Marco d'Oggiono,NAM0322,,2570,ACQ142,
PJN01671,Purchase,"$10,000.00",,,Acquired as Madonna and Child by Paolo Uccello ,NAM1186,,3537,ACQ205,
PJN01672,Purchase,"$7,000.00",,,Acquired as Altarpiece by Defendente Ferrari,NAM0374,,3538,ACQ205,
PJN01673,Purchase,"$5,000.00",,,Acquired as Altarpiece by Caliste Piazza,NAM0936,,3539,ACQ205,
PJN01674,Purchase,"$2,000.00",,,Acquired as Annunciation by Master of the Louvre Predella,NAM0745,,3540,ACQ205,
PJN01675,Purchase,"$3,000.00",,,"Acquired as Madonna, Child, and Angels by Sano di Pietro",NAM1059,,3541,ACQ205,
PJN01676,Purchase,"$4,000.00",,,Acquired as Portrait of a Gentleman by G.A. Pordenone,NAM0963,,3543,ACQ205,
PJN01677,Purchase,"$3,000.00",,,Acquired as Portrait of a Gentleman by Gerolamo Romanino,NAM1025,,3544,ACQ205,
PJN01678,Purchase,"$2,000.00",,,Acquired as A Saint by Rossello di Jacopo Franchi,NAM1034,,3545,ACQ205,
PJN01679,Purchase,"$10,000.00",,,Acquired as Madonna and Child by Lorenzo Veneziano,NAM0657,,3546,ACQ205,
PJN01680,Purchase,"$4,000.00",,,Acquired as The Crucifixion by Barnaba da Modena,NAM0079,,3547,ACQ205,
PJN01681,Purchase,"$3,000.00",,,"Acquired as Madonna, Child and Angel by Virgil Master",NAM0039,,3548,ACQ205,
PJN01682,Purchase,"$3,000.00",,,Acquired as St. Sebastiano by Amico Aspertini,NAM0058,,1902,ACQ205,
PJN01683,Purchase,"$5,000.00",,,Acquired as Cassone Front by Francesco di Giorgio,NAM0698,,3549,ACQ205,
PJN01684,Purchase,"$5,000.00",,,"Acquired as Madonna, Child and St. John by Sodoma",NAM1112,,1378,ACQ205,
PJN01685,Purchase,"$4,000.00",,,"Acquired as Madonna, Child and St. Joseph by Francesco Granacci ",NAM0496,,3550,ACQ205,
PJN01686,Purchase,"$3,000.00",,,Acquired as Crucifixion by Giannicola Manni,NAM0462,,3551,ACQ205,
PJN01687,Purchase,"$4,000.00",,,Acquired as Portrait of a Gentleman by Cariani,NAM0209,,3552,ACQ205,
PJN01688,Purchase,"$23,000.00",,,"Acquired as Madonna and Child, Angels by Gentile da Fabriano",NAM0445,,3553,ACQ205,
PJN01689,Purchase,"$2,000.00",,,Acquired as Madonna and Child by Giovanni Boccatis,NAM0138,,3554,ACQ205,
PJN01690,Purchase,"$3,000.00",,,Acquired as Crucifix by Giottesque Master,NAM0039,,3555,ACQ205,
PJN01691,Purchase,"$4,000.00",,,Acquired as St. Jerome by Alvise Vivarini,NAM1232,,1854,ACQ205,
PJN01692,Purchase,"$2,000.00",,,"Acquired as Crucifixion, attributed to Maso di Banco",NAM1355,,3556,ACQ205,
PJN01693,Purchase,"$5,500.00",,,Acquired as Seven Sciences by Domenico di Michelino,NAM0326,,3558,ACQ205,
PJN01694,Purchase,"$5,500.00",,,Acquired as Seven Virtues by Domenico di Michelino,NAM0326,,3559,ACQ205,
PJN01695,Purchase,"$9,000.00",,,Acquired as Madonna and Child by Bernardino Pinturicchio,NAM0946,,3560,ACQ205,
PJN01696,Purchase,"$3,000.00",,,Acquired as Madonna and Child by Francesco di Antonio Banchi,NAM0074,,3561,ACQ205,
PJN01697,Purchase,"$2,000.00",,,Acquired as St. Bartholomew by Pietro Perugino ,NAM0927,,3562,ACQ205,
PJN01698,Purchase,"$4,000.00",,,Acquired as Profile of a Gentleman by Master of the Laurana Profiles,NAM1370,,3656,ACQ205,
PJN01699,Purchase,"$5,500.00",,,Acquired as Altarpiece Polyptych in five parts by contemporary of Duccio,NAM0338,,3585,ACQ206,
PJN01700,Purchase,"$1,500.00",,,Acquired as Lucretia by Niccolò Giolfino,NAM0466,,3586,ACQ206,
PJN01701,Purchase,"$4,000.00",,,Acquired as Pagan Scene Monochrome by Giovanni Bellini,NAM0107,att changed,3587,ACQ206,
PJN01702,Purchase,"$2,500.00",,,Acquired as St. Jerome by Lorenzo Lotto,NAM0660,,3588,ACQ206,
PJN01703,Purchase,"$2,500.00",,,Acquired as Portrait of a Lady by Sodoma,NAM1112,,3589,ACQ206,
PJN01705,Purchase,"$1,250.00",,,Acquired as St. Paul by Salvator Rosa,NAM1028,,2883,ACQ207,
PJN01706,Purchase,"$1,250.00",,,Acquired as St. Peter by Salvator Rosa,NAM1028,,2884,ACQ207,
PJN01707,Purchase,"$1,250.00",,,Acquired as Nativity by Jacopo Bassano (Jacopo da Ponte),NAM0088,,2885,ACQ207,
PJN01708,Purchase,"$1,250.00",,,Acquired as The Scourging of Christ by Francesco Bassano the Younger (Francesco da Ponte),NAM0087,,2886,ACQ207,
PJN01711,Purchase,"$5,900.00",,,Acquired as The Last Supper by Bachiacca,NAM0066,,2919,ACQ157,
PJN01712,Purchase,,,,Acquired as Half Figure Portrait of a Bearded Man by Jacopo Bassano (Jacopo da Ponte),NAM0088,"128 objects purchased in this group for $4,000,000.",3063,ACQ158,
PJN01713,Purchase,,,,"Acquired as The Voyage of Jacob by Giovanni Benedetto Castiglione, called Il Grechetto",NAM0226,"128 objects purchased in this group for $4,000,000.",3044,ACQ158,
PJN01714,Purchase,,,,"Acquired as The Driving Out of the Merchants of the Temple by Giovanni Benedetto Castiglione, called Il Grechetto",NAM0226,"128 objects purchased in this group for $4,000,000.",3045,ACQ158,
PJN01715,Purchase,"$4,000.00",,,Acquired as Christ by Giampietrino (Giovanni Padrino),NAM0461,,2731,ACQ152,
PJN01717,Purchase,"$50,000.00",,,Acquired as Madonna and Child by Giovanni Bellini,NAM0107,,3142,ACQ208,
PJN01718,Purchase,"$1,700.00",,,Acquired as Portrait of Laura by Boccaccio Boccacino,NAM0137,,2851,ACQ209,
PJN01719,Purchase,"$3,800.00",,,"Acquired as no specific title is given, only a description of the group by Italian 18th century",NAM0562,,3241,ACQ210,
PJN01722,Purchase,,,,Acquired as The Finding of Moses by Sebastiano Ricci,NAM1002,K1703 and K1704 purchased together for $7500,2968,ACQ212,
PJN01723,Purchase,,,,Acquired as The Greeting of Saul by Sebastiano Ricci,NAM1002,K1703 and K1704 purchased together for $7500,2969,ACQ212,
PJN01724,Purchase,"$2,500.00",,,Acquired as The sacrifice of Geova by Benedetto Castiglione detto il Greghetto,NAM0226,,2970,ACQ212,
PJN01731,Purchase,"$2,000.00",,,Acquired as Mercury Putting Argus to Sleep by Pier Francesco Mola,NAM0809,,2971,ACQ212,
PJN01732,Purchase,"$12,000.00",,,Acquired as Giulio Romano by Titian (Tiziano Vecellio),NAM1167,,2776,ACQ214,
PJN01733,Purchase,"$4,000.00",,,Acquired as No title is given by Joerg Breu the Elder,NAM0172,,3129,ACQ215,
PJN01734,Purchase,"$11,000.00",,,Acquired as View of Dresden by Bernardo Bellotto,NAM0110,,3130,ACQ215,
PJN01735,Purchase,"$3,650.00",,,"Acquired as The Crucifixion, attributed to Pietro Lorenzetti",NAM0651,,2549,ACQ216,
PJN01736,Purchase,"$2,200.00",,,"Acquired as The Annunciation, The Crucifixion, Group of Saints",NAM0039,,2550,ACQ216,
PJN01738,Purchase,"$15,000.00",,,Acquired as Santa Cecilia and the Angel by Orazio Gentileschi,NAM0447,,1814,ACQ217,
PJN01739,Purchase,"$7,000.00",,,Acquired as Large Bronze Group of the Deposition by Alessandro Algardi,NAM1276,,3191,ACQ218,
PJN01740,Purchase,"$6,000.00",,,Acquired as Tancred and Clorinda by Pietro Mola,NAM0809,,3183,ACQ219,
PJN01741,Purchase,"$2,000.00",,,Acquired as Tarquin Threatening Lucretia by Giuseppe Maria Crespi,NAM0284,,2031,ACQ220,
PJN01742,Purchase,"$2,500.00",,,"Acquired as Crucifixion by Italian Primitive School, believed to be painted by Giottino",NAM0039,,2832,ACQ221,
PJN01743,Purchase,"$36,000.00",,,Acquired as Bonnier de la Mosson dans son cabinet by Jean Marc Nattier,NAM0843,,1171,ACQ222,
PJN01744,Purchase,"$12,000.00",,,Acquired as Portrait of Dupouch by Maurice-Quentin de La Tour,NAM0604,,540,ACQ223,
PJN01745,Purchase,,,,"Acquired as Gesu Bambino, attributed to Rosellino",NAM1033,"Purchased with K2079, K2080, K2081, and K2082 for $18,794.93",3592,ACQ224,
PJN01746,Purchase,,,,"Acquired as Busto di Donna by Jacopo della Quercia, After",NAM0986,"Purchased with K602, K2080, K2081, and K2082 for $18,794.93",3264,ACQ224,
PJN01747,Purchase,,,,Acquired as Angelo by Attribute to Beccafumi,NAM0097,"Purchased with K2079, K2080, K602, and K2082 for $18,794.93",3267,ACQ224,
PJN01748,Purchase,,,,Acquired as Angelo by Attribute to Beccafumi,NAM0097,"Purchased with K2079, K2080, K2081, and K602 for $18,794.93",3268,ACQ224,
PJN01749,Purchase,,,,"Acquired as Madonna Genuflessa, attributed to Matteo Civitali",NAM0255,"Purchased with K602, K2079, K2081, and K2082 for $18,794.93",3266,ACQ224,
PJN01750,Purchase,"$1,500.00",,,"Acquired as Portrait of Phillip II, attributed to Titian",NAM1167,,2852,ACQ225,
PJN01751,Purchase,"$50,000.00",,,Acquired as Madonna and Child with Saint John and Peter by Giovanni Bellini,NAM0107,,3141,ACQ226,
PJN01753,Purchase,"$40,000.00",,,Acquired as Madonna and Child with Four Saints by Guido da Siena,NAM1337,,3157,ACQ227,
PJN01754,Purchase,"$9,000.00",,,Acquired as Congiura dei Pazzi by Jacopo del Sellaio,NAM1085,,3156,ACQ228,
PJN01755,Purchase,"$9,000.00",,,Acquired as The Descent from the Cross by Paolo Veronese,NAM1222,,2855,ACQ229,
PJN01756,Purchase,"$3,000.00",,,Acquired as Landscape by Annibale Carracci,NAM0219,,1770,ACQ229,
PJN01757,Purchase,"$2,000.00",,,Acquired as The Flight into Egypt by Monsu Desiderio,NAM0868,,2857,ACQ229,
PJN01758,Purchase,"$2,500.00",,,Acquired as Landscape with Tobias and the Angel by Domenico Fetti,NAM0378,,2858,ACQ229,
PJN01759,Purchase,"$2,500.00",,,Acquired as David and the Singers by Theodore van Baburen,NAM1285,,2859,ACQ229,
PJN01760,Purchase,"$2,000.00",,,Acquired as View of Verona with the rest of the Holy Family by School of Verona,NAM0039,,2860,ACQ229,
PJN01761,Purchase,"$1,000.00",,,Acquired as Soldiers in a Ravine by Salvator Rosa,NAM1028,,2861,ACQ229,
PJN01763,Purchase,"$1,000.00",,,Acquired as Figures under a Cliff by Salvator Rosa,NAM1028,,2862,ACQ229,
PJN01764,Purchase,"$1,500.00",,,Acquired as IArchitecture of Roman Ruins by Giovanni Paolo Panini,NAM0905,,3190,ACQ230,
PJN01765,Purchase,"$27,000.00",,,Acquired as The Adoration of the Child by Andrea della Robbia,NAM1010,,2038,ACQ231,
PJN01766,Purchase,"$40,000.00",,,Acquired as The Founding of Rome by Giovanni battista Tiepolo,NAM1160,,1752,ACQ232,
PJN01767,Purchase,"$7,500.00",,,Acquired as The Marriage of Cana by Retable of the Reyes Catolicos,NAM0732,,2238,ACQ232,
PJN01768,Purchase,"$7,500.00",,,Acquired as Christ among the Doctors by Retable of the Reyes Catolicos ,NAM0732,,501,ACQ232,
PJN01769,Purchase,"$8,000.00",,,"Acquired as Portrait of Don Diego Felix de Esquival y Aldama, Knight of the Order of Santiago by Bartolomé Esteban Murillo",NAM0835,,2950,ACQ232,
PJN01770,Purchase,"$7,000.00",,,Acquired as Archimedes the Philosopher by Jusepe de Ribera,NAM1000,,2951,ACQ232,
PJN01771,Purchase,"$30,000.00",,,Acquired as The Holy Family by El Greco (Domenikos Theotokopoulos),NAM0347,,2196,ACQ232,
PJN01772,Purchase,"$4,000.00",,,Acquired as One of a pair of portraits of a Gentleman and His Wife by Paulus Moreelse,NAM0821,"K1685 and K1686 bought together for $8,000",2952,ACQ232,
PJN01773,Purchase,"$4,000.00",,,Acquired as One of a pair of portraits of a Gentleman and His Wife by Paulus Moreelse,NAM0821,"K1685 and K1686 bought together for $8,000",2953,ACQ232,
PJN01774,Purchase,"$7,000.00",,,Acquired as Portrait of a Man in Armor by Giovanni Battista Moroni,NAM0827,,2954,ACQ232,
PJN01775,Purchase,"$30,000.00",,,Acquired as Salvator Mundi by Hans Memling,NAM0786,,2955,ACQ232,
PJN01776,Purchase,"$155,000.00",,,"Acquired as The Immaculate Conception by Flemish, circa 1475",NAM0039,,1453,ACQ232,
PJN01777,Purchase,,,,Acquired as Visitation by Master of the Retable of the Reyes Católicos,NAM0732,"Four panels (K1860, K1861, K1862, K1863) purchased together for $100,000.",3113,ACQ233,
PJN01778,Purchase,,,,Acquired as The Annunciation by Master of the Retable of the Reyes Católicos,NAM0732,"Four panels (K1860, K1861, K1862, K1863) purchased together for $100,000.",3114,ACQ233,
PJN01779,Purchase,,,,Acquired as The Nativity by Master of the Retable of the Reyes Católicos,NAM0732,"Four panels (K1860, K1861, K1862, K1863) purchased together for $100,000.",3115,ACQ233,
PJN01780,Purchase,,,,Acquired as The Adoration of the Magi by Master of the Retable of the Reyes Católicos,NAM0732,"Four panels (K1860, K1861, K1862, K1863) purchased together for $100,000.",3116,ACQ233,
PJN01781,Purchase,"$25,000.00",,,Acquired as Glorification of Donato Porto by Giovanni Battista Tiepolo,NAM1160,,3118,ACQ234,
PJN01782,Purchase,"$6,500.00",,,"Acquired as Virgin with the Christ Child, attributed to Giovanni d'Antonio Minelli de Bardi",NAM0803,,3160,ACQ235,
PJN01783,Purchase,"$7,500.00",,,"Acquired as Madonna and Child, early 14th century French",NAM0418,,3263,ACQ236,
PJN01784,Purchase,"$26,500.00",,,Acquired as Portrait of the Grand Dauphin and his Tutor Bossuet by Nicolas de Largillière,NAM0609,,131,ACQ237,
PJN01785,Purchase,"$14,500.00",,,"Acquired as Madonna and Child, early 14th Century French",NAM0418,,3269,ACQ237,
PJN01786,Purchase,,,,Acquired as Constantine's Entry into Rome by Peter Paul Rubens,NAM1038,"1 of 12 tapestries purchased together for $140,000",2503,ACQ238,
PJN01787,Purchase,,,,Acquired as St. Helena presents the true cross to the Patriarch by Peter Paul Rubens,NAM1038,"1 of 12 tapestries purchased together for $140,000",2504,ACQ238,
PJN01788,Purchase,,,,Acquired as The Baptism of Constantine by Peter Paul Rubens,NAM1038,"1 of 12 tapestries purchased together for $140,000",2501,ACQ238,
PJN01789,Purchase,,,,Acquired as The Marriage of Constantine by Peter Paul Rubens,NAM1038,"1 of 12 tapestries purchased together for $140,000",2496,ACQ238,
PJN01790,Purchase,,,,Acquired as The Battle of the Milvian Bridge by Peter Paul Rubens,NAM1038,"1 of 12 tapestries purchased together for $140,000",2502,ACQ238,
PJN01791,Purchase,,,,Acquired as The Death of Constantine by Peter Paul Rubens,NAM1038,"1 of 12 tapestries purchased together for $140,000",2506,ACQ238,
PJN01792,Purchase,,,,Acquired as Constantine Fighting the Lion by Pietro da Cortona,NAM0942,"1 of 12 tapestries purchased together for $140,000",2507,ACQ238,
